R_m,field_region,E_static_min_v_per_m,E_static_max_v_per_m,E_static_min_uV_per_m,E_static_max_uV_per_m,E_shaft_min_v_per_m,E_shaft_max_v_per_m,E_shaft_min_uV_per_m,E_shaft_max_uV_per_m,E_shaft_m1_0p03_P0_300_baseline_v_per_m,E_shaft_m1_0p03_P0_300_baseline_uV_per_m
30.0,near_intermediate_estimate_R_lt_3L,2.2104853207207685e-05,0.004420970641441538,22.104853207207686,4420.970641441538,2.2104853207207685e-07,0.00044209706414415377,0.22104853207207684,442.09706414415376,6.631455962162305e-06,6.631455962162305
50.0,near_intermediate_estimate_R_lt_3L,4.774648292756861e-06,0.000954929658551372,4.7746482927568605,954.9296585513721,4.7746482927568606e-08,9.549296585513722e-05,0.047746482927568605,95.49296585513721,1.432394487827058e-06,1.432394487827058
100.0,near_intermediate_estimate_R_lt_3L,5.968310365946076e-07,0.0001193662073189215,0.5968310365946076,119.36620731892151,5.968310365946076e-09,1.1936620731892152e-05,0.005968310365946076,11.936620731892152,1.7904931097838226e-07,0.17904931097838225
300.0,far_field_R_ge_3L,2.2104853207207686e-08,4.420970641441537e-06,0.022104853207207686,4.420970641441538,2.2104853207207686e-10,4.4209706414415374e-07,0.00022104853207207686,0.44209706414415373,6.631455962162305e-09,0.006631455962162305
500.0,far_field_R_ge_3L,4.77464829275686e-09,9.54929658551372e-07,0.00477464829275686,0.954929658551372,4.7746482927568604e-11,9.549296585513721e-08,4.77464829275686e-05,0.09549296585513721,1.432394487827058e-09,0.0014323944878270579
1000.0,far_field_R_ge_3L,5.968310365946075e-10,1.193662073189215e-07,0.0005968310365946075,0.1193662073189215,5.9683103659460755e-12,1.1936620731892151e-08,5.968310365946075e-06,0.011936620731892151,1.7904931097838224e-10,0.00017904931097838223
