"distance_m","frequency_hz","time_s","Ex_V_per_m","Ey_V_per_m","Ez_V_per_m","E_norm_instant_V_per_m","E_sensor_V_per_m"
"2","30","0.052","0.0491307329761202","0.0363674704832442","0.0210775166907583","0.0646582055269837","0.0363674704832442"
"2","30","0.053","0.0469510228098717","0.0316008418382364","0.0204148425000568","0.0601645871096981","0.0316008418382364"
"2","30","0.054","0.0431080492534974","0.0257147376167424","0.0190289623361216","0.0536810306228317","0.0257147376167424"
"2","30","0.055","0.0377379515611179","0.0189176759952825","0.0169689716946806","0.0454970048845706","0.0189176759952825"
"2","30","0.056","0.0310309681207086","0.0114504462704221","0.0143078467711998","0.0360381489747794","0.0114504462704221"
"2","30","0.057","0.023224697164363","0.0035775787778963","0.0111398592427778","0.0260054242848934","0.0035775787778963"
"2","30","0.058","0.0145956797324683","-0.00442202622641193","0.00757723664698576","0.0170294655818755","-0.00442202622641193"
"2","30","0.059","0.00544960306948251","-0.0122649787470809","0.00374618666539885","0.0139341950543715","-0.0122649787470809"
"2","30","0.06","-0.00388952849909906","-0.0196734382810199","-0.000217573846443535","0.0200554218135909","-0.0196734382810199"
"2","30","0.061","-0.0130908715815044","-0.0263849564558062","-0.00417362669630586","0.0297482101266336","-0.0263849564558062"
"2","30","0.062","-0.0218284640117775","-0.0321617743941203","-0.00798182673972075","0.0396808660615501","-0.0321617743941203"
"2","30","0.063","-0.0297927722220136","-0.0367992454405072","-0.0115072665916002","0.0487258753238321","-0.0367992454405072"
"2","30","0.064","-0.0367016566233181","-0.0401330848711719","-0.0146250557876093","0.0563166792075254","-0.0401330848711719"
"2","30","0.065","-0.0423103665414015","-0.0420451897622219","-0.0172247450911287","0.0620858836005686","-0.0420451897622219"
"2","30","0.066","-0.0464202106312345","-0.042467822844626","-0.0192142392125253","0.0657840324146131","-0.042467822844626"
"2","30","0.067","-0.0488855956170025","-0.0413860121307395","-0.0205230593307009","0.0672591958263425","-0.0413860121307395"
"2","30","0.068","-0.0496191840064852","-0.0388380813044305","-0.0211048398404667","0.066452044705718","-0.0388380813044305"
"2","30","0.069","-0.04859498806526","-0.0349142920854731","-0.0209389708772217","0.0633949616159647","-0.0349142920854731"
"2","30","0.07","-0.0458492904451502","-0.0297536466631251","-0.0200313284316817","0.0582124646687952","-0.0297536466631251"
"2","30","0.071","-0.0414793588531954","-0.0235389634742748","-0.0184140661899783","0.0511243371200479","-0.0235389634742748"
"2","30","0.072","-0.0356400002946378","-0.0164904007691718","-0.0161444764732981","0.0424592399734917","-0.0164904007691718"
"2","30","0.073","-0.0285380769575835","-0.00885765739565332","-0.0133029606288417","0.0327085415827158","-0.00885765739565332"
"2","30","0.074","-0.0204251780168591","-0.000911127092974018","-0.00999018077201575","0.022755697340611","-0.000911127092974018"
"2","30","0.075","-0.0115887069620656","0.00706768034120965","-0.00632349378081014","0.0149745386591405","0.00706768034120965"
"2","30","0.076","-0.00234170018567652","0.0147961116757661","-0.00243279386988816","0.0151765268258157","0.0147961116757661"
"2","30","0.077","0.00698826248722741","0.0220003833777161","0.00154408897672601","0.0231351873155357","0.0220003833777161"
"2","30","0.078","0.0160706624775747","0.0284252805303817","0.00546627170154552","0.0331080487497247","0.0284252805303817"
"2","30","0.079","0.0245837512377437","0.0338431979490447","0.00919480902616836","0.0428283479177658","0.0338431979490447"
"2","30","0.08","0.0322259483542678","0.0380622032080861","0.012597615657035","0.0514387303559093","0.0380622032080861"
"2","30","0.081","0.038726525184333","0.0409328359428504","0.0155541454728027","0.0584565843388595","0.0409328359428504"
"2","30","0.082","0.0438551955529199","0.0423534025575759","0.017959661930792","0.0635581492954072","0.0423534025575759"
"2","30","0.083","0.0474302737553604","0.0422735787717228","0.019728948411226","0.0665275712474934","0.0422735787717228"
"2","30","0.084","0.0493251108640042","0.0406961923827007","0.0207993270584707","0.0672440230970851","0.0406961923827007"
"2","30","0.085","0.0494725813296205","0.0376771230897349","0.0211328791753179","0.0656787674212415","0.0376771230897349"
"2","30","0.086","0.0478674609374445","0.0333233229276634","0.0207177885117385","0.0618947851467007","0.0333233229276634"
"2","30","0.087","0.0445666118775901","0.0277890274377827","0.0195687598614302","0.0560477412809822","0.0277890274377827"
"2","30","0.088","0.0396869683736165","0.0212702917969039","0.0177264981371698","0.0483912131282215","0.0212702917969039"
"2","30","0.089","0.0334013942293622","0.0139980454649728","0.0152562663789854","0.0392982452169467","0.0139980454649728"
"2","30","0.09","0.0259325590425141","0.00622991139382275","0.0122455737784263","0.0293472910441704","0.00622991139382275"
"2","30","0.091","0.0175450500230988","-0.00175892039433001","0.00880107562182594","0.0197073974275583","-0.00175892039433001"
"2","30","0.092","0.00853599885966018","-0.0096854415506167","0.00504479497361114","0.0138607723770468","-0.0096854415506167"
"2","30","0.093","-0.000775444318941197","-0.0172688511113674","0.00110979994841086","0.0173218413722053","-0.0172688511113674"
"2","30","0.094","-0.0100594169959522","-0.0242405030122396","-0.00286451029324453","0.0264007438494629","-0.0242405030122396"
"2","30","0.095","-0.0189870298108333","-0.0303534230089793","-0.00673734382968118","0.0364311596202872","-0.0303534230089793"
"2","30","0.096","-0.0272420176288222","-0.0353910578631508","-0.0103715036020984","0.0458500009610718","-0.0353910578631508"
"2","30","0.097","-0.0345319433910029","-0.0391749468485693","-0.0136382476887746","0.053973450649074","-0.0391749468485693"
